Campanha,Dia,Cidade (local geográfico),Tipo de campanha,Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Novembro,2021-11-12,Itanhaém,App,BRL,6,104,"0,06","0,27","1,62",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Iguatu,App,BRL,5,78,"0,06","0,2","1,02",4,"0,25","0,80"
[download]Manutencao_Novembro,2021-11-20,Catolé do Rocha,App,BRL,0,4,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Penedo,App,BRL,1,78,"0,01","0,44","0,44",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Pojuca,App,BRL,2,13,"0,15","0,71","1,42",2,"0,71","1,00"
[download]Manutencao_Novembro,2021-11-29,Cajazeiras,App,BRL,6,81,"0,07","0,46","2,74",2,"1,37","0,33"
[download]Manutencao_Novembro,2021-11-23,Salto de Pirapora,App,BRL,2,23,"0,09","0,39","0,77",2,"0,39","1,00"
[download]Manutencao_Novembro,2021-11-13,Propriá,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Irecê,App,BRL,7,27,"0,26","0,3","2,11",5,"0,42","0,71"
[download]Manutencao_Novembro,2021-11-16,Alagoinhas,App,BRL,6,51,"0,12","0,81","4,86",5,"0,97","0,83"
[download]Manutencao_Novembro,2021-11-17,Brumado,App,BRL,2,17,"0,12","0,93","1,86",1,"1,86","0,50"
[download]Manutencao_Novembro,2021-11-30,Alagoinhas,App,BRL,11,51,"0,22","0,56","6,19",7,"0,88","0,64"
[download]Manutencao_Novembro,2021-11-17,São Cristóvão,App,BRL,1,38,"0,03","0,18","0,18",1,"0,18","1,00"
[download]Manutencao_Novembro,2021-11-21,Igarassu,App,BRL,5,76,"0,07","0,21","1,07",2,"0,53","0,40"
[download]Manutencao_Novembro,2021-11-26,Paulo Afonso,App,BRL,3,46,"0,07","0,25","0,76",2,"0,38","0,67"
[download]Manutencao_Novembro,2021-11-27,Juazeiro,App,BRL,3,104,"0,03","0,39","1,18",1,"1,18","0,33"
[download]Manutencao_Novembro,2021-11-20,Santa Rita,App,BRL,4,165,"0,02","0,18","0,7",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Araras,App,BRL,1,75,"0,01","0,57","0,57",1,"0,57","1,00"
[download]Manutencao_Novembro,2021-11-30,Timbaúba,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Araras,App,BRL,3,126,"0,02","0,41","1,23",1,"1,23","0,33"
[download]Manutencao_Novembro,2021-11-28,Tucuruí,App,BRL,1,54,"0,02","0,08","0,08",1,"0,08","1,00"
[download]Manutencao_Novembro,2021-11-12,Gravatá,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Gravatá,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Gravatá,App,BRL,5,101,"0,05","0,25","1,25",3,"0,42","0,60"
[download]Manutencao_Novembro,2021-11-15,Jandira,App,BRL,3,58,"0,05","0,95","2,86",1,"2,86","0,33"
[download]BELO JARDIM/PE-Novembro,2021-11-23,Belo Jardim,App,BRL,17,546,"0,03","1,3","22,17",9,"2,46","0,53"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-09,Santa Cruz do Capibaribe,App,BRL,70,2021,"0,03","0,66","46,14",15,"3,08","0,21"
[download]Manutencao_Novembro,2021-11-25,Santa Rita,App,BRL,1,169,"0,01","0,18","0,18",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Alagoinhas,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Petrolina,App,BRL,2,85,"0,02","2,06","4,11",1,"4,11","0,50"
[download]Manutencao_Novembro,2021-11-19,Brumado,App,BRL,3,25,"0,12","0,59","1,76",2,"0,88","0,67"
[download]Manutencao_Novembro,2021-11-28,Feira de Santana,App,BRL,7,388,"0,02","0,25","1,77",3,"0,59","0,43"
[download]Manutencao_Novembro,2021-11-15,Alagoinhas,App,BRL,1,16,"0,06","0,21","0,21",1,"0,21","1,00"
[download]Manutencao_Novembro,2021-11-22,Petrolina,App,BRL,8,360,"0,02","0,35","2,83",3,"0,94","0,38"
[download]Manutencao_Novembro,2021-11-20,Embu das Artes,App,BRL,2,107,"0,02","0,09","0,18",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Timbaúba,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Itapevi,App,BRL,1,122,"0,01","0,07","0,07",1,"0,07","1,00"
[download]Manutencao_Novembro,2021-11-15,Patos,App,BRL,2,40,"0,05","1,15","2,29",2,"1,15","1,00"
[download]Manutencao_Novembro,2021-11-26,Lorena,App,BRL,4,100,"0,04","0,19","0,74",1,"0,74","0,25"
[download]Manutencao_Novembro,2021-11-18,Paulo Afonso,App,BRL,3,50,"0,06","0,57","1,71",3,"0,57","1,00"
[download]Manutencao_Novembro,2021-11-23,Bezerros,App,BRL,1,60,"0,02","0,24","0,24",1,"0,24","1,00"
[download]Manutencao_Novembro,2021-11-13,Caicó,App,BRL,1,10,"0,10","0,41","0,41",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Paulista,App,BRL,3,87,"0,03","0,61","1,82",1,"1,82","0,33"
[download]Manutencao_Novembro,2021-11-21,Espírito Santo do Pinhal,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Paulista,App,BRL,3,81,"0,04","1,22","3,66",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Garanhuns,App,BRL,1,71,"0,01","0,2","0,2",1,"0,2","1,00"
[download]Manutencao_Novembro,2021-11-30,Espírito Santo do Pinhal,App,BRL,0,14,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Catu,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Serrinha,App,BRL,4,47,"0,09","0,54","2,17",4,"0,54","1,00"
[download]Manutencao_Novembro,2021-11-18,Serrinha,App,BRL,5,58,"0,09","0,25","1,24",5,"0,25","1,00"
[download]Manutencao_Novembro,2021-11-24,Catu,App,BRL,1,22,"0,05","0,25","0,25",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Catu,App,BRL,0,30,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Lorena,App,BRL,1,57,"0,02","0,58","0,58",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Dias d'Ávila,App,BRL,2,48,"0,04","0,04","0,08",2,"0,04","1,00"
[download]Manutencao_Novembro,2021-11-18,Guarabira,App,BRL,1,34,"0,03","0,58","0,58",1,"0,58","1,00"
[download]Manutencao_Novembro,2021-11-25,Surubim,App,BRL,2,22,"0,09","0,27","0,54",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Assú,App,BRL,0,31,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Guarabira,App,BRL,1,47,"0,02","0,36","0,36",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Palmeira dos Índios,App,BRL,4,44,"0,09","0,29","1,15",4,"0,29","1,00"
[download]Manutencao_Novembro,2021-11-27,Taquaritinga,App,BRL,1,20,"0,05","0,38","0,38",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Salgueiro,App,BRL,1,26,"0,04","0,6","0,6",1,"0,6","1,00"
[download]Manutencao_Novembro,2021-11-15,Salgueiro,App,BRL,1,11,"0,09","0,9","0,9",1,"0,9","1,00"
[download]Manutencao_Novembro,2021-11-19,Currais Novos,App,BRL,5,153,"0,03","0,31","1,55",1,"1,55","0,20"
[download]Manutencao_Novembro,2021-11-15,Goiana,App,BRL,0,22,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Aparecida,App,BRL,0,21,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Nossa Senhora do Socorro,App,BRL,0,274,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Atalaia,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Santa Cruz do Capibaribe,App,BRL,3,45,"0,07","0,18","0,54",2,"0,27","0,67"
[download]Manutencao_Novembro,2021-11-25,Bom Jesus da Lapa,App,BRL,1,33,"0,03","0,12","0,12",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Cruz das Almas,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Cruz das Almas,App,BRL,0,21,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Guarabira,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Assú,App,BRL,1,58,"0,02","0,22","0,22",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Salgueiro,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Simão Dias,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Candeias,App,BRL,4,42,"0,10","0,49","1,95",4,"0,49","1,00"
[download]Manutencao_Novembro,2021-11-12,Taquaritinga,App,BRL,2,45,"0,04","3,38","6,75",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Arcoverde,App,BRL,4,68,"0,06","0,32","1,26",3,"0,42","0,75"
[download]Manutencao_Novembro,2021-11-17,Arcoverde,App,BRL,2,38,"0,05","0,03","0,06",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Catolé do Rocha,App,BRL,1,5,"0,20","0,27","0,27",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Catolé do Rocha,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Penedo,App,BRL,4,75,"0,05","0,27","1,1",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Propriá,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Cascavel,App,BRL,0,25,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Pojuca,App,BRL,7,20,"0,35","0,41","2,86",5,"0,57","0,71"
[download]Manutencao_Novembro,2021-11-16,Irecê,App,BRL,2,13,"0,15","1,28","2,56",2,"1,28","1,00"
[download]Manutencao_Novembro,2021-11-22,Salto de Pirapora,App,BRL,3,47,"0,06","0,36","1,07",1,"1,07","0,33"
[download]Manutencao_Novembro,2021-11-15,Propriá,App,BRL,1,5,"0,20","0,7","0,7",1,"0,7","1,00"
[download]Toritama/PE-Novembro,2021-11-11,Toritama,App,BRL,152,3249,"0,05","0,77","117,74",26,"4,53","0,17"
[download]Manutencao_Novembro,2021-11-13,Brumado,App,BRL,0,39,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Brumado,App,BRL,0,15,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Petrolina,App,BRL,1,244,"0,00","0,04","0,04",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Juazeiro,App,BRL,1,99,"0,01","0,52","0,52",1,"0,52","1,00"
[download]Manutencao_Novembro,2021-11-13,Igarassu,App,BRL,0,17,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Monteiro,App,BRL,1,9,"0,11","0,33","0,33",1,"0,33","1,00"
[download]Manutencao_Novembro,2021-11-29,Feira de Santana,App,BRL,5,484,"0,01","0,1","0,51",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Ipirá,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Aracaju,App,BRL,3,150,"0,02","0,45","1,36",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Patos,App,BRL,7,79,"0,09","0,19","1,36",5,"0,27","0,71"
[download]Manutencao_Novembro,2021-11-30,Lorena,App,BRL,1,71,"0,01","0,56","0,56",1,"0,56","1,00"
[download]Manutencao_Novembro,2021-11-29,Ipirá,App,BRL,4,34,"0,12","0,42","1,7",3,"0,57","0,75"
[download]Manutencao_Novembro,2021-11-26,Rio Largo,App,BRL,1,99,"0,01","0,02","0,02",1,"0,02","1,00"
[download]Manutencao_Novembro,2021-11-13,Rio Largo,App,BRL,0,18,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Catu,App,BRL,1,7,"0,14","0,6","0,6",1,"0,6","1,00"
[download]Manutencao_Novembro,2021-11-13,Leme,App,BRL,2,16,"0,13","0,42","0,84",0,0,"0,00"
[download]BELO JARDIM/PE-Novembro,2021-11-05,Belo Jardim,App,BRL,37,852,"0,04","0,66","24,35",11,"2,21","0,30"
[download]Abreu e Lima/PE-Novembro,2021-11-21,Abreu e Lima,App,BRL,15,770,"0,02","1,14","17,07",7,"2,44","0,47"
[download]BELO JARDIM/PE-Novembro,2021-11-22,Belo Jardim,App,BRL,25,656,"0,04","0,84",21,8,"2,63","0,32"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-19,Santa Cruz do Capibaribe,App,BRL,49,724,"0,07","0,77","37,81",11,"3,44","0,22"
[download]Manutencao_Novembro,2021-11-19,Belo Jardim,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Vinhedo,App,BRL,0,29,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Embu das Artes,App,BRL,0,78,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Vinhedo,App,BRL,1,24,"0,04","0,5","0,5",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Recife,App,BRL,5,267,"0,02","0,28","1,39",2,"0,69","0,40"
[download]Manutencao_Novembro,2021-11-25,Vinhedo,App,BRL,1,18,"0,06","0,07","0,07",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Cambé,App,BRL,6,103,"0,06","0,29","1,74",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Petrolina,App,BRL,1,60,"0,02","3,28","3,28",1,"3,28","1,00"
[download]Manutencao_Novembro,2021-11-13,Itabaianinha,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Santo Antônio de Jesus,App,BRL,2,115,"0,02","0,4","0,8",1,"0,8","0,50"
[download]Manutencao_Novembro,2021-11-13,Juazeiro,App,BRL,0,23,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Timbaúba,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Paudalho,App,BRL,0,9,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Tucuruí,App,BRL,0,48,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Tucuruí,App,BRL,1,40,"0,03","0,57","0,57",1,"0,57","1,00"
[download]Manutencao_Novembro,2021-11-29,Cabo de Santo Agostinho,App,BRL,6,196,"0,03","0,22","1,3",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Monteiro,App,BRL,3,15,"0,20","0,64","1,92",3,"0,64","1,00"
[download]Manutencao_Novembro,2021-11-13,Gravatá,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Eunápolis,App,BRL,2,108,"0,02","0,17","0,33",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Açu,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Espírito Santo do Pinhal,App,BRL,0,20,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Garanhuns,App,BRL,3,46,"0,07","0,34","1,01",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Catu,App,BRL,0,26,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Leme,App,BRL,1,43,"0,02","0,61","0,61",1,"0,61","1,00"
[download]Manutencao_Novembro,2021-11-18,Catu,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Atalaia,App,BRL,1,3,"0,33","0,02","0,02",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Santa Cruz do Capibaribe,App,BRL,3,24,"0,13","0,28","0,84",2,"0,42","0,67"
[download]Manutencao_Novembro,2021-11-22,Itabaiana,App,BRL,16,65,"0,25","0,4","6,38",12,"0,53","0,75"
[download]Manutencao_Novembro,2021-11-30,São Miguel dos Campos,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Santana do Ipanema,App,BRL,2,25,"0,08","0,58","1,16",2,"0,58","1,00"
[download]Manutencao_Novembro,2021-11-28,Simões Filho,App,BRL,4,160,"0,03","0,24","0,96",1,"0,96","0,25"
[download]Manutencao_Novembro,2021-11-21,Itapetinga,App,BRL,2,29,"0,07","0,08","0,17",2,"0,08","1,00"
[download]CARPINA/PE-Novembro,2021-11-07,Carpina,App,BRL,21,325,"0,06","0,43","9,09",9,"1,01","0,43"
[download]Manutencao_Novembro,2021-11-13,Escada,App,BRL,0,15,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Currais Novos,App,BRL,1,59,"0,02","0,39","0,39",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Santa Rita,App,BRL,1,60,"0,02","0,92","0,92",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Nossa Senhora do Socorro,App,BRL,2,169,"0,01","0,13","0,25",1,"0,25","0,50"
[download]Manutencao_Novembro,2021-11-14,Goiana,App,BRL,1,17,"0,06","0,38","0,38",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Dias d'Ávila,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Farroupilha,App,BRL,0,32,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Jequié,App,BRL,0,40,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Cabedelo,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Lagarto,App,BRL,20,42,"0,48","0,46","9,17",15,"0,61","0,75"
[download]Manutencao_Novembro,2021-11-26,Candeias,App,BRL,5,47,"0,11","0,24","1,18",4,"0,3","0,80"
[download]Manutencao_Novembro,2021-11-18,Jacobina,App,BRL,2,26,"0,08","0,26","0,53",2,"0,26","1,00"
[download]Manutencao_Novembro,2021-11-28,Abreu e Lima,App,BRL,0,17,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Araripina,App,BRL,9,17,"0,53","0,28","2,49",5,"0,5","0,56"
[download]Manutencao_Novembro,2021-11-20,Santana do Ipanema,App,BRL,0,15,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Santana do Ipanema,App,BRL,1,9,"0,11","0,71","0,71",1,"0,71","1,00"
[download]Manutencao_Novembro,2021-11-23,Tianguá,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Guarabira,App,BRL,1,30,"0,03","0,12","0,12",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Palmeira dos Índios,App,BRL,5,48,"0,10","0,47","2,37",2,"1,19","0,40"
[download]Manutencao_Novembro,2021-11-14,Currais Novos,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Currais Novos,App,BRL,1,8,"0,13","0,64","0,64",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Simões Filho,App,BRL,1,126,"0,01","0,3","0,3",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Sousa,App,BRL,3,13,"0,23","0,29","0,87",3,"0,29","1,00"
[download]Manutencao_Novembro,2021-11-24,Pojuca,App,BRL,2,14,"0,14","0,67","1,34",1,"1,34","0,50"
[download]Manutencao_Novembro,2021-11-23,Cajazeiras,App,BRL,7,28,"0,25","0,43","3,03",5,"0,61","0,71"
[download]Manutencao_Novembro,2021-11-15,Cajazeiras,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Toritama/PE-Novembro,2021-11-10,Toritama,App,BRL,161,5006,"0,03","1,09","175,78",43,"4,09","0,27"
[download]Manutencao_Novembro,2021-11-30,Toritama,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Penedo,App,BRL,0,94,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Sousa,App,BRL,0,22,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Carpina,App,BRL,1,4,"0,25","0,37","0,37",1,"0,37","1,00"
[download]Manutencao_Novembro,2021-11-14,Picos,App,BRL,1,23,"0,04","0,77","0,77",1,"0,77","1,00"
[download]Manutencao_Novembro,2021-11-21,Feira de Santana,App,BRL,4,390,"0,01","0,43","1,72",1,"1,72","0,25"
[download]Manutencao_Novembro,2021-11-16,Santo Antônio de Jesus,App,BRL,4,61,"0,07","0,67","2,67",4,"0,67","1,00"
[download]Manutencao_Novembro,2021-11-15,Cabo de Santo Agostinho,App,BRL,0,20,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Tucuruí,App,BRL,2,33,"0,06","1,08","2,16",2,"1,08","1,00"
[download]Manutencao_Novembro,2021-11-28,Lorena,App,BRL,1,59,"0,02","0,08","0,08",1,"0,08","1,00"
[download]Manutencao_Novembro,2021-11-12,Caicó,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Teixeira de Freitas,App,BRL,1,29,"0,03","0,14","0,14",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Gravatá,App,BRL,2,51,"0,04","0,33","0,65",2,"0,33","1,00"
[download]Manutencao_Novembro,2021-11-24,Serrinha,App,BRL,5,107,"0,05","0,3","1,49",3,"0,5","0,60"
[download]BELO JARDIM/PE-Novembro,2021-11-11,Belo Jardim,App,BRL,30,672,"0,04","0,81","24,17",8,"3,02","0,27"
[download]Abreu e Lima/PE-Novembro,2021-11-05,Abreu e Lima,App,BRL,21,550,"0,04","0,63","13,19",5,"2,64","0,24"
[download]BELO JARDIM/PE-Novembro,2021-11-10,Belo Jardim,App,BRL,27,525,"0,05","0,87","23,37",9,"2,6","0,33"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-10,Santa Cruz do Capibaribe,App,BRL,48,1161,"0,04","0,9","43,42",14,"3,1","0,29"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-04,Santa Cruz do Capibaribe,App,BRL,88,2309,"0,04","0,85","74,53",19,"3,92","0,22"
[download]Manutencao_Novembro,2021-11-21,Vinhedo,App,BRL,0,16,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Espírito Santo do Pinhal,App,BRL,0,16,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Paulista,App,BRL,6,460,"0,01","0,29","1,72",4,"0,43","0,67"
[download]Manutencao_Novembro,2021-11-30,Moreno,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Aparecida,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Madre de Deus,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Feira de Santana,App,BRL,4,396,"0,01","0,24","0,96",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Alagoinhas,App,BRL,10,48,"0,21","0,41","4,09",10,"0,41","1,00"
[download]Manutencao_Novembro,2021-11-27,Itabaianinha,App,BRL,3,33,"0,09","0,24","0,73",2,"0,36","0,67"
[download]Manutencao_Novembro,2021-11-17,Cambé,App,BRL,4,73,"0,05","0,43","1,7",1,"1,7","0,25"
[download]Manutencao_Novembro,2021-11-17,Araras,App,BRL,1,75,"0,01","0,49","0,49",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Araras,App,BRL,1,82,"0,01","0,15","0,15",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Juazeiro,App,BRL,0,33,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Santo Antônio de Jesus,App,BRL,3,169,"0,02","0,24","0,72",2,"0,36","0,67"
[download]Manutencao_Novembro,2021-11-19,Santa Rita,App,BRL,2,200,"0,01","0,2","0,4",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Araras,App,BRL,2,93,"0,02","0,42","0,84",2,"0,42","1,00"
[download]Manutencao_Novembro,2021-11-24,Itapevi,App,BRL,0,130,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Araras,App,BRL,2,69,"0,03","0,06","0,13",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Ipirá,App,BRL,1,7,"0,14","1,31","1,31",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Pesqueira,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Patos,App,BRL,7,58,"0,12","0,99","6,95",6,"1,16","0,86"
[download]Manutencao_Novembro,2021-11-19,Aracaju,App,BRL,6,260,"0,02","0,64","3,84",3,"1,28","0,50"
[download]Manutencao_Novembro,2021-11-20,Ipirá,App,BRL,3,17,"0,18","0,26","0,78",2,"0,39","0,67"
[download]Manutencao_Novembro,2021-11-21,Valença,App,BRL,3,23,"0,13","0,46","1,38",3,"0,46","1,00"
[download]Manutencao_Novembro,2021-11-22,Valença,App,BRL,3,40,"0,08","0,25","0,75",2,"0,37","0,67"
[download]Manutencao_Novembro,2021-11-22,Guaratinguetá,App,BRL,4,213,"0,02","0,27","1,09",1,"1,09","0,25"
[download]Manutencao_Novembro,2021-11-23,Valença,App,BRL,3,53,"0,06","0,53","1,6",2,"0,8","0,67"
[download]Manutencao_Novembro,2021-11-24,Paulo Afonso,App,BRL,8,104,"0,08","0,21","1,65",5,"0,33","0,63"
[download]Manutencao_Novembro,2021-11-25,Tucuruí,App,BRL,0,38,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Monteiro,App,BRL,1,13,"0,08","1,08","1,08",1,"1,08","1,00"
[download]Manutencao_Novembro,2021-11-12,Igarassu,App,BRL,0,14,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Gravatá,App,BRL,3,56,"0,05","0,21","0,62",2,"0,31","0,67"
[download]Manutencao_Novembro,2021-11-17,Seabra,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Caruaru,App,BRL,1,323,"0,00","0,02","0,02",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Caruaru,App,BRL,6,301,"0,02","0,26","1,57",3,"0,52","0,50"
[download]Manutencao_Novembro,2021-11-27,Nossa Senhora do Socorro,App,BRL,0,219,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Bom Jesus da Lapa,App,BRL,0,16,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Senhor do Bonfim,App,BRL,3,14,"0,21","0,54","1,63",1,"1,63","0,33"
[download]Manutencao_Novembro,2021-11-16,Araripina,App,BRL,2,14,"0,14","0,22","0,44",1,"0,44","0,50"
