Campanha,Dia,Cidade (local geográfico),Tipo de campanha,Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Novembro,2021-11-27,Irecê,App,BRL,8,24,"0,33","0,46","3,67",5,"0,73","0,63"
[download]Manutencao_Novembro,2021-11-17,Penedo,App,BRL,4,56,"0,07","0,37","1,46",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Sousa,App,BRL,6,43,"0,14","0,17","1,01",4,"0,25","0,67"
[download]Manutencao_Novembro,2021-11-30,Sousa,App,BRL,1,24,"0,04","0,43","0,43",1,"0,43","1,00"
[download]Manutencao_Novembro,2021-11-22,Cajazeiras,App,BRL,8,33,"0,24","0,39","3,09",6,"0,51","0,75"
[download]Manutencao_Novembro,2021-11-21,Cajazeiras,App,BRL,6,20,"0,30","0,54","3,26",4,"0,81","0,67"
[download]Manutencao_Novembro,2021-11-20,Cascavel,App,BRL,1,23,"0,04","0,22","0,22",1,"0,22","1,00"
[download]Manutencao_Novembro,2021-11-16,Propriá,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Carpina,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Picos,App,BRL,1,112,"0,01","0,5","0,5",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Petrolina,App,BRL,1,196,"0,01","0,09","0,09",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Paulo Afonso,App,BRL,2,44,"0,05","0,15","0,3",2,"0,15","1,00"
[download]Manutencao_Novembro,2021-11-17,Santo Antônio de Jesus,App,BRL,3,99,"0,03","0,58","1,74",3,"0,58","1,00"
[download]Manutencao_Novembro,2021-11-19,Embu das Artes,App,BRL,1,135,"0,01","0,45","0,45",1,"0,45","1,00"
[download]Manutencao_Novembro,2021-11-24,Araras,App,BRL,3,86,"0,03","0,42","1,27",1,"1,27","0,33"
[download]Manutencao_Novembro,2021-11-18,Itapevi,App,BRL,1,179,"0,01","0,48","0,48",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Valença,App,BRL,1,28,"0,04","1,64","1,64",1,"1,64","1,00"
[download]Manutencao_Novembro,2021-11-21,Jequié,App,BRL,3,84,"0,04","0,19","0,56",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Garanhuns,App,BRL,4,151,"0,03","0,21","0,85",2,"0,42","0,50"
[download]Manutencao_Novembro,2021-11-25,Teixeira de Freitas,App,BRL,3,168,"0,02","0,14","0,42",1,"0,42","0,33"
[download]Manutencao_Novembro,2021-11-14,Recife,App,BRL,5,300,"0,02","0,56","2,78",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Vinhedo,App,BRL,0,40,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Açu,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Açu,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Vinhedo,App,BRL,0,17,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Brumado,App,BRL,1,10,"0,10","0,5","0,5",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Timbaúba,App,BRL,2,6,"0,33","0,22","0,44",1,"0,44","0,50"
[download]Manutencao_Novembro,2021-11-25,Juazeiro,App,BRL,0,101,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Santa Rita,App,BRL,3,137,"0,02","0,25","0,74",1,"0,74","0,33"
[download]Manutencao_Novembro,2021-11-12,Aracaju,App,BRL,2,78,"0,03","0,76","1,51",1,"1,51","0,50"
[download]Manutencao_Novembro,2021-11-27,Valença,App,BRL,1,50,"0,02","0,9","0,9",1,"0,9","1,00"
[download]Manutencao_Novembro,2021-11-22,Aracaju,App,BRL,6,337,"0,02","0,23","1,4",3,"0,47","0,50"
[download]Manutencao_Novembro,2021-11-12,São Cristóvão,App,BRL,0,4,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,São Cristóvão,App,BRL,2,39,"0,05","0,14","0,28",2,"0,14","1,00"
[download]Manutencao_Novembro,2021-11-25,São Cristóvão,App,BRL,2,55,"0,04","0,18","0,37",2,"0,18","1,00"
[download]Manutencao_Novembro,2021-11-16,Seabra,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Gravatá,App,BRL,3,100,"0,03","0,13","0,4",2,"0,2","0,67"
[download]Manutencao_Novembro,2021-11-24,Teixeira de Freitas,App,BRL,3,211,"0,01","0,19","0,57",1,"0,57","0,33"
[download]Manutencao_Novembro,2021-11-24,Seabra,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Moreno,App,BRL,0,13,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Catu,App,BRL,0,13,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Lajedo,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Santa Rita,App,BRL,2,105,"0,02","0,67","1,34",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Aparecida,App,BRL,0,18,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Pombal,App,BRL,0,4,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Nossa Senhora do Socorro,App,BRL,2,332,"0,01","0,07","0,15",1,"0,15","0,50"
[download]Manutencao_Novembro,2021-11-28,Caruaru,App,BRL,0,286,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Bom Jesus da Lapa,App,BRL,0,35,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Senhor do Bonfim,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Atalaia,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Atalaia,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Queimadas,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Queimadas,App,BRL,0,7,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Serra Talhada,App,BRL,14,80,"0,18","0,47","6,52",10,"0,65","0,71"
[download]Manutencao_Novembro,2021-11-26,Araripina,App,BRL,4,22,"0,18","0,47","1,87",3,"0,62","0,75"
[download]Manutencao_Novembro,2021-11-30,Jacobina,App,BRL,2,22,"0,09","0,57","1,13",2,"0,57","1,00"
[download]Manutencao_Novembro,2021-11-15,Santana do Ipanema,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Cruz das Almas,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Simões Filho,App,BRL,1,121,"0,01","0,06","0,06",1,"0,06","1,00"
[download]Manutencao_Novembro,2021-11-30,Rolândia,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Itapetinga,App,BRL,1,31,"0,03","0,49","0,49",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Tianguá,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Arcoverde,App,BRL,1,11,"0,09","0,36","0,36",1,"0,36","1,00"
[download]Manutencao_Novembro,2021-11-21,Arcoverde,App,BRL,3,26,"0,12","0,31","0,93",3,"0,31","1,00"
[download]Manutencao_Novembro,2021-11-21,Simão Dias,App,BRL,5,10,"0,50","0,33","1,67",5,"0,33","1,00"
[download]CARPINA/PE-Novembro,2021-11-08,Carpina,App,BRL,13,330,"0,04","0,28","3,62",6,"0,6","0,46"
[download]CARPINA/PE-Novembro,2021-11-19,Carpina,App,BRL,6,342,"0,02","0,58","3,47",5,"0,69","0,83"
[download]Manutencao_Novembro,2021-11-17,Simão Dias,App,BRL,1,10,"0,10","0,4","0,4",1,"0,4","1,00"
[download]Manutencao_Novembro,2021-11-26,Lajedo,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Senhor do Bonfim,App,BRL,1,41,"0,02","0,32","0,32",1,"0,32","1,00"
[download]Manutencao_Novembro,2021-11-21,São Miguel dos Campos,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,São Miguel dos Campos,App,BRL,0,25,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Santana do Ipanema,App,BRL,1,7,"0,14","0,87","0,87",1,"0,87","1,00"
[download]Manutencao_Novembro,2021-11-16,Candeias,App,BRL,1,22,"0,05","0,12","0,12",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Salgueiro,App,BRL,0,16,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Salgueiro,App,BRL,4,23,"0,17","0,2","0,81",3,"0,27","0,75"
[download]Manutencao_Novembro,2021-11-18,Palmeira dos Índios,App,BRL,2,26,"0,08","0,16","0,31",2,"0,16","1,00"
[download]Manutencao_Novembro,2021-11-19,Escada,App,BRL,4,36,"0,11","0,26","1,04",2,"0,52","0,50"
[download]Manutencao_Novembro,2021-11-21,Santa Inês,App,BRL,1,13,"0,08","0,02","0,02",1,"0,02","1,00"
[download]Manutencao_Novembro,2021-11-12,Escada,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Penedo,App,BRL,3,67,"0,04","0,14","0,41",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Penedo,App,BRL,2,75,"0,03","0,4","0,8",1,"0,8","0,50"
[download]Manutencao_Novembro,2021-11-12,Iguatu,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Sousa,App,BRL,6,43,"0,14","0,32","1,9",5,"0,38","0,83"
[download]Manutencao_Novembro,2021-11-22,Taquaritinga,App,BRL,4,34,"0,12","0,42","1,7",2,"0,85","0,50"
[download]Manutencao_Novembro,2021-11-21,Itanhaém,App,BRL,0,78,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Barreiras,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Itanhaém,App,BRL,0,60,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Penedo,App,BRL,1,68,"0,01","0,05","0,05",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Penedo,App,BRL,4,28,"0,14","0,98","3,94",1,"3,94","0,25"
[download]Manutencao_Novembro,2021-11-27,Catolé do Rocha,App,BRL,1,17,"0,06","0,29","0,29",1,"0,29","1,00"
[download]Manutencao_Novembro,2021-11-30,Salto de Pirapora,App,BRL,1,26,"0,04","0,02","0,02",1,"0,02","1,00"
[download]Manutencao_Novembro,2021-11-19,Salto de Pirapora,App,BRL,0,40,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Propriá,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Toritama/PE-Novembro,2021-11-17,Toritama,App,BRL,84,1499,"0,06","0,74","62,55",19,"3,29","0,23"
[download]Manutencao_Novembro,2021-11-19,Irecê,App,BRL,4,27,"0,15","0,5","2,02",4,"0,5","1,00"
[download]Manutencao_Novembro,2021-11-12,Irecê,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Brumado,App,BRL,0,17,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Cambé,App,BRL,1,66,"0,02","0,61","0,61",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Brumado,App,BRL,2,19,"0,11","0,12","0,25",1,"0,25","0,50"
[download]Manutencao_Novembro,2021-11-13,Paulo Afonso,App,BRL,0,18,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,São Cristóvão,App,BRL,0,20,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Paulo Afonso,App,BRL,3,61,"0,05","0,17","0,51",3,"0,17","1,00"
[download]Manutencao_Novembro,2021-11-15,Embu das Artes,App,BRL,1,54,"0,02","1,23","1,23",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Itapevi,App,BRL,2,161,"0,01","0,25","0,49",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Patos,App,BRL,0,31,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Guaratinguetá,App,BRL,2,94,"0,02","0,82","1,64",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Pesqueira,App,BRL,0,14,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Ipirá,App,BRL,2,16,"0,13","0,77","1,54",1,"1,54","0,50"
[download]Manutencao_Novembro,2021-11-12,Eunápolis,App,BRL,3,23,"0,13","0,22","0,65",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Guaratinguetá,App,BRL,0,24,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Caicó,App,BRL,2,48,"0,04","0,09","0,17",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Eunápolis,App,BRL,4,66,"0,06","0,13","0,54",2,"0,27","0,50"
[download]Manutencao_Novembro,2021-11-28,Seabra,App,BRL,3,14,"0,21","0,41","1,24",3,"0,41","1,00"
[download]Manutencao_Novembro,2021-11-15,Espírito Santo do Pinhal,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Vinhedo,App,BRL,2,47,"0,04","0,64","1,29",0,0,"0,00"
[download]BELO JARDIM/PE-Novembro,2021-11-15,Belo Jardim,App,BRL,35,547,"0,06","0,61","21,5",10,"2,15","0,29"
[download]BELO JARDIM/PE-Novembro,2021-11-25,Belo Jardim,App,BRL,22,478,"0,05","0,99","21,76",11,"1,98","0,50"
[download]BELO JARDIM/PE-Novembro,2021-11-06,Belo Jardim,App,BRL,23,418,"0,06","0,95","21,83",10,"2,18","0,43"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-20,Santa Cruz do Capibaribe,App,BRL,42,885,"0,05","0,93","38,92",18,"2,16","0,43"
[download]Manutencao_Novembro,2021-11-21,Jandira,App,BRL,4,102,"0,04","0,16","0,64",2,"0,32","0,50"
[download]Manutencao_Novembro,2021-11-29,Estância,App,BRL,8,99,"0,08","0,28","2,27",6,"0,38","0,75"
[download]Manutencao_Novembro,2021-11-17,Belo Jardim,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Vinhedo,App,BRL,1,42,"0,02","0,4","0,4",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Cambé,App,BRL,0,33,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Picos,App,BRL,0,29,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Picos,App,BRL,1,57,"0,02","0,89","0,89",1,"0,89","1,00"
[download]Manutencao_Novembro,2021-11-21,Itabaianinha,App,BRL,2,11,"0,18","0,27","0,53",1,"0,53","0,50"
[download]Manutencao_Novembro,2021-11-17,Juazeiro,App,BRL,0,61,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Itapevi,App,BRL,1,85,"0,01","0,67","0,67",1,"0,67","1,00"
[download]Manutencao_Novembro,2021-11-25,Santo Antônio de Jesus,App,BRL,6,187,"0,03","0,16","0,98",2,"0,49","0,33"
[download]Manutencao_Novembro,2021-11-29,Juazeiro,App,BRL,3,146,"0,02","0,48","1,44",1,"1,44","0,33"
[download]Manutencao_Novembro,2021-11-29,Paulo Afonso,App,BRL,7,88,"0,08","0,39","2,75",5,"0,55","0,71"
[download]Manutencao_Novembro,2021-11-30,Paudalho,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Tucuruí,App,BRL,1,32,"0,03","0,41","0,41",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Valença,App,BRL,0,16,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Aracaju,App,BRL,4,233,"0,02","0,26","1,04",2,"0,52","0,50"
[download]Manutencao_Novembro,2021-11-26,Paudalho,App,BRL,0,13,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Paudalho,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Ipirá,App,BRL,5,14,"0,36","0,41","2,06",3,"0,69","0,60"
[download]Manutencao_Novembro,2021-11-30,Aracaju,App,BRL,1,182,"0,01","0,02","0,02",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Bezerros,App,BRL,0,32,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Seabra,App,BRL,3,12,"0,25","0,6","1,79",2,"0,89","0,67"
[download]Manutencao_Novembro,2021-11-15,Vinhedo,App,BRL,0,40,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Paulista,App,BRL,3,381,"0,01","0,14","0,42",1,"0,42","0,33"
[download]Manutencao_Novembro,2021-11-25,Belo Jardim,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Estância,App,BRL,8,50,"0,16","0,45","3,56",7,"0,51","0,88"
[download]Manutencao_Novembro,2021-11-13,Lajedo,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Senhor do Bonfim,App,BRL,0,17,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Serra Talhada,App,BRL,13,149,"0,09","0,46","6,02",11,"0,55","0,85"
[download]Manutencao_Novembro,2021-11-28,Serra Talhada,App,BRL,13,64,"0,20","0,39","5,12",7,"0,73","0,54"
[download]Manutencao_Novembro,2021-11-12,Itapevi,App,BRL,0,114,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Itaberaba,App,BRL,1,21,"0,05","0,55","0,55",1,"0,55","1,00"
[download]Manutencao_Novembro,2021-11-19,Mococa,App,BRL,0,37,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Itaberaba,App,BRL,4,35,"0,11","0,44","1,77",2,"0,89","0,50"
[download]Manutencao_Novembro,2021-11-22,Assú,App,BRL,0,30,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Surubim,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Assú,App,BRL,4,59,"0,07","0,12","0,49",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Arcoverde,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Candeias,App,BRL,1,23,"0,04","0,42","0,42",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Mococa,App,BRL,1,38,"0,03","0,5","0,5",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Currais Novos,App,BRL,0,24,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Nossa Senhora do Socorro,App,BRL,1,29,"0,03","0,1","0,1",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Goiana,App,BRL,0,45,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Farroupilha,App,BRL,1,15,"0,07","0,87","0,87",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Itabaiana,App,BRL,13,60,"0,22","0,39","5,11",10,"0,51","0,77"
[download]Manutencao_Novembro,2021-11-12,Lagarto,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Vitória de Santo Antão,App,BRL,2,21,"0,10","1,1","2,21",1,"2,21","0,50"
[download]Manutencao_Novembro,2021-11-25,Cabedelo,App,BRL,0,41,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Cabedelo,App,BRL,0,20,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Tobias Barreto,App,BRL,10,53,"0,19","0,38","3,85",9,"0,43","0,90"
[download]Manutencao_Novembro,2021-11-12,Itaberaba,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Mococa,App,BRL,0,13,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Itapetinga,App,BRL,0,28,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Rolândia,App,BRL,0,23,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Simões Filho,App,BRL,2,202,"0,01","0,36","0,71",2,"0,36","1,00"
[download]Manutencao_Novembro,2021-11-25,Simões Filho,App,BRL,3,111,"0,03","0,16","0,47",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Cruz das Almas,App,BRL,0,15,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Surubim,App,BRL,1,18,"0,06","0,35","0,35",1,"0,35","1,00"
[download]Manutencao_Novembro,2021-11-25,Candeias,App,BRL,2,52,"0,04","0,29","0,57",2,"0,29","1,00"
[download]Manutencao_Novembro,2021-11-22,Iguatu,App,BRL,5,92,"0,05","0,31","1,57",1,"1,57","0,20"
[download]Manutencao_Novembro,2021-11-14,Penedo,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Iguatu,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Cascavel,App,BRL,1,29,"0,03","2,79","2,79",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Propriá,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Cascavel,App,BRL,0,22,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Salto de Pirapora,App,BRL,0,23,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Taquaritinga,App,BRL,2,16,"0,13","0,52","1,04",2,"0,52","1,00"
[download]Toritama/PE-Novembro,2021-11-06,Toritama,App,BRL,135,3603,"0,04","1,33","179,06",43,"4,16","0,32"
[download]Manutencao_Novembro,2021-11-25,Taquaritinga,App,BRL,2,27,"0,07","0,41","0,83",2,"0,41","1,00"
[download]Manutencao_Novembro,2021-11-26,Toritama,App,BRL,1,6,"0,17","0,57","0,57",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Itanhaém,App,BRL,2,86,"0,02","1,26","2,52",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Catolé do Rocha,App,BRL,3,18,"0,17","0,93","2,79",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Iguatu,App,BRL,3,42,"0,07","0,15","0,46",2,"0,23","0,67"
[download]Manutencao_Novembro,2021-11-27,Iguatu,App,BRL,6,49,"0,12","0,16","0,93",3,"0,31","0,50"
[download]Manutencao_Novembro,2021-11-16,Sousa,App,BRL,2,23,"0,09","0,25","0,51",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Salto de Pirapora,App,BRL,0,35,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Cambé,App,BRL,1,102,"0,01","0,59","0,59",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Brumado,App,BRL,1,10,"0,10","0,42","0,42",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Itabaianinha,App,BRL,2,23,"0,09","0,42","0,83",1,"0,83","0,50"
[download]Manutencao_Novembro,2021-11-22,Alagoinhas,App,BRL,9,100,"0,09","0,22","1,99",5,"0,4","0,56"
[download]Manutencao_Novembro,2021-11-24,Cambé,App,BRL,1,122,"0,01","0,05","0,05",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Itabaianinha,App,BRL,2,40,"0,05","0,81","1,62",1,"1,62","0,50"
[download]Manutencao_Novembro,2021-11-12,Vinhedo,App,BRL,0,106,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Jequié,App,BRL,3,108,"0,03","0,16","0,48",1,"0,48","0,33"
[download]Manutencao_Novembro,2021-11-27,Pesqueira,App,BRL,0,20,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Guaratinguetá,App,BRL,5,197,"0,03","0,17","0,83",2,"0,42","0,40"
[download]Manutencao_Novembro,2021-11-17,Paudalho,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Garanhuns,App,BRL,1,118,"0,01","0,03","0,03",1,"0,03","1,00"
[download]Manutencao_Novembro,2021-11-20,Caicó,App,BRL,1,20,"0,05","0,49","0,49",1,"0,49","1,00"
[download]Manutencao_Novembro,2021-11-23,Seabra,App,BRL,3,23,"0,13","0,3","0,91",3,"0,3","1,00"
[download]BELO JARDIM/PE-Novembro,2021-11-09,Belo Jardim,App,BRL,30,783,"0,04","0,79","23,81",11,"2,16","0,37"
[download]BELO JARDIM/PE-Novembro,2021-11-14,Belo Jardim,App,BRL,27,554,"0,05","0,8","21,57",10,"2,16","0,37"
[download]BELO JARDIM/PE-Novembro,2021-11-18,Belo Jardim,App,BRL,33,555,"0,06","0,65","21,47",15,"1,43","0,45"
[download]Abreu e Lima/PE-Novembro,2021-11-18,Abreu e Lima,App,BRL,15,757,"0,02","1,36","20,45",5,"4,09","0,33"
[download]Abreu e Lima/PE-Novembro,2021-11-06,Abreu e Lima,App,BRL,52,1267,"0,04","0,52","26,99",14,"1,93","0,27"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-13,Santa Cruz do Capibaribe,App,BRL,67,1403,"0,05","0,58","39,09",13,"3,01","0,19"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-14,Santa Cruz do Capibaribe,App,BRL,48,952,"0,05","0,78","37,56",17,"2,21","0,35"
[download]Manutencao_Novembro,2021-11-27,Moreno,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Recife,App,BRL,11,611,"0,02","0,35","3,82",2,"1,91","0,18"
[download]Manutencao_Novembro,2021-11-24,Pirassununga,App,BRL,0,62,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Petrolina,App,BRL,5,353,"0,01","0,45","2,23",2,"1,11","0,40"
[download]Manutencao_Novembro,2021-11-22,Picos,App,BRL,4,86,"0,05","0,07","0,27",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Feira de Santana,App,BRL,2,445,"0,00","0,12","0,25",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Juazeiro,App,BRL,2,110,"0,02","0,27","0,55",2,"0,27","1,00"
[download]Manutencao_Novembro,2021-11-19,Patos,App,BRL,7,123,"0,06","0,24","1,67",6,"0,28","0,86"
[download]Manutencao_Novembro,2021-11-20,Cabo de Santo Agostinho,App,BRL,3,126,"0,02","0,2","0,59",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Patos,App,BRL,3,42,"0,07","1,54","4,61",2,"2,31","0,67"
[download]Manutencao_Novembro,2021-11-25,Pesqueira,App,BRL,0,34,"0,00",0,0,0,0,"0,00"
